city,start_time,end_time,value,element_name,element_description
新竹縣,2023-01-08 00:00:00,2023-01-08 06:00:00,15,T,temperature
新竹縣,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
新竹縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
新竹縣,2023-01-09 06:00:00,2023-01-09 18:00:00,19,T,temperature
新竹縣,2023-01-09 18:00:00,2023-01-10 06:00:00,17,T,temperature
新竹縣,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
新竹縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
新竹縣,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
新竹縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
新竹縣,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
新竹縣,2023-01-12 18:00:00,2023-01-13 06:00:00,18,T,temperature
新竹縣,2023-01-13 06:00:00,2023-01-13 18:00:00,20,T,temperature
新竹縣,2023-01-13 18:00:00,2023-01-14 06:00:00,18,T,temperature
新竹縣,2023-01-14 06:00:00,2023-01-14 18:00:00,20,T,temperature
新竹縣,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
金門縣,2023-01-08 00:00:00,2023-01-08 06:00:00,14,T,temperature
金門縣,2023-01-08 06:00:00,2023-01-08 18:00:00,17,T,temperature
金門縣,2023-01-08 18:00:00,2023-01-09 06:00:00,16,T,temperature
金門縣,2023-01-09 06:00:00,2023-01-09 18:00:00,17,T,temperature
金門縣,2023-01-09 18:00:00,2023-01-10 06:00:00,16,T,temperature
金門縣,2023-01-10 06:00:00,2023-01-10 18:00:00,17,T,temperature
金門縣,2023-01-10 18:00:00,2023-01-11 06:00:00,15,T,temperature
金門縣,2023-01-11 06:00:00,2023-01-11 18:00:00,17,T,temperature
金門縣,2023-01-11 18:00:00,2023-01-12 06:00:00,15,T,temperature
金門縣,2023-01-12 06:00:00,2023-01-12 18:00:00,17,T,temperature
金門縣,2023-01-12 18:00:00,2023-01-13 06:00:00,16,T,temperature
金門縣,2023-01-13 06:00:00,2023-01-13 18:00:00,17,T,temperature
金門縣,2023-01-13 18:00:00,2023-01-14 06:00:00,17,T,temperature
金門縣,2023-01-14 06:00:00,2023-01-14 18:00:00,18,T,temperature
金門縣,2023-01-14 18:00:00,2023-01-15 06:00:00,16,T,temperature
苗栗縣,2023-01-08 00:00:00,2023-01-08 06:00:00,15,T,temperature
苗栗縣,2023-01-08 06:00:00,2023-01-08 18:00:00,19,T,temperature
苗栗縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
苗栗縣,2023-01-09 06:00:00,2023-01-09 18:00:00,19,T,temperature
苗栗縣,2023-01-09 18:00:00,2023-01-10 06:00:00,17,T,temperature
苗栗縣,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
苗栗縣,2023-01-10 18:00:00,2023-01-11 06:00:00,17,T,temperature
苗栗縣,2023-01-11 06:00:00,2023-01-11 18:00:00,19,T,temperature
苗栗縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
苗栗縣,2023-01-12 06:00:00,2023-01-12 18:00:00,19,T,temperature
苗栗縣,2023-01-12 18:00:00,2023-01-13 06:00:00,18,T,temperature
苗栗縣,2023-01-13 06:00:00,2023-01-13 18:00:00,20,T,temperature
苗栗縣,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
苗栗縣,2023-01-14 06:00:00,2023-01-14 18:00:00,21,T,temperature
苗栗縣,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
新北市,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
新北市,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
新北市,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
新北市,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
新北市,2023-01-09 18:00:00,2023-01-10 06:00:00,19,T,temperature
新北市,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
新北市,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
新北市,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
新北市,2023-01-11 18:00:00,2023-01-12 06:00:00,19,T,temperature
新北市,2023-01-12 06:00:00,2023-01-12 18:00:00,22,T,temperature
新北市,2023-01-12 18:00:00,2023-01-13 06:00:00,20,T,temperature
新北市,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
新北市,2023-01-13 18:00:00,2023-01-14 06:00:00,20,T,temperature
新北市,2023-01-14 06:00:00,2023-01-14 18:00:00,21,T,temperature
新北市,2023-01-14 18:00:00,2023-01-15 06:00:00,20,T,temperature
宜蘭縣,2023-01-08 00:00:00,2023-01-08 06:00:00,15,T,temperature
宜蘭縣,2023-01-08 06:00:00,2023-01-08 18:00:00,18,T,temperature
宜蘭縣,2023-01-08 18:00:00,2023-01-09 06:00:00,17,T,temperature
宜蘭縣,2023-01-09 06:00:00,2023-01-09 18:00:00,19,T,temperature
宜蘭縣,2023-01-09 18:00:00,2023-01-10 06:00:00,17,T,temperature
宜蘭縣,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
宜蘭縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
宜蘭縣,2023-01-11 06:00:00,2023-01-11 18:00:00,19,T,temperature
宜蘭縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
宜蘭縣,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
宜蘭縣,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
宜蘭縣,2023-01-13 06:00:00,2023-01-13 18:00:00,21,T,temperature
宜蘭縣,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
宜蘭縣,2023-01-14 06:00:00,2023-01-14 18:00:00,22,T,temperature
宜蘭縣,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
雲林縣,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
雲林縣,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
雲林縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
雲林縣,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
雲林縣,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
雲林縣,2023-01-10 06:00:00,2023-01-10 18:00:00,20,T,temperature
雲林縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
雲林縣,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
雲林縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
雲林縣,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
雲林縣,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
雲林縣,2023-01-13 06:00:00,2023-01-13 18:00:00,21,T,temperature
雲林縣,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
雲林縣,2023-01-14 06:00:00,2023-01-14 18:00:00,23,T,temperature
雲林縣,2023-01-14 18:00:00,2023-01-15 06:00:00,20,T,temperature
臺南市,2023-01-08 00:00:00,2023-01-08 06:00:00,18,T,temperature
臺南市,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
臺南市,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
臺南市,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
臺南市,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
臺南市,2023-01-10 06:00:00,2023-01-10 18:00:00,20,T,temperature
臺南市,2023-01-10 18:00:00,2023-01-11 06:00:00,19,T,temperature
臺南市,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
臺南市,2023-01-11 18:00:00,2023-01-12 06:00:00,19,T,temperature
臺南市,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
臺南市,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
臺南市,2023-01-13 06:00:00,2023-01-13 18:00:00,21,T,temperature
臺南市,2023-01-13 18:00:00,2023-01-14 06:00:00,20,T,temperature
臺南市,2023-01-14 06:00:00,2023-01-14 18:00:00,22,T,temperature
臺南市,2023-01-14 18:00:00,2023-01-15 06:00:00,21,T,temperature
高雄市,2023-01-08 00:00:00,2023-01-08 06:00:00,20,T,temperature
高雄市,2023-01-08 06:00:00,2023-01-08 18:00:00,22,T,temperature
高雄市,2023-01-08 18:00:00,2023-01-09 06:00:00,20,T,temperature
高雄市,2023-01-09 06:00:00,2023-01-09 18:00:00,21,T,temperature
高雄市,2023-01-09 18:00:00,2023-01-10 06:00:00,20,T,temperature
高雄市,2023-01-10 06:00:00,2023-01-10 18:00:00,21,T,temperature
高雄市,2023-01-10 18:00:00,2023-01-11 06:00:00,20,T,temperature
高雄市,2023-01-11 06:00:00,2023-01-11 18:00:00,21,T,temperature
高雄市,2023-01-11 18:00:00,2023-01-12 06:00:00,20,T,temperature
高雄市,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
高雄市,2023-01-12 18:00:00,2023-01-13 06:00:00,21,T,temperature
高雄市,2023-01-13 06:00:00,2023-01-13 18:00:00,23,T,temperature
高雄市,2023-01-13 18:00:00,2023-01-14 06:00:00,22,T,temperature
高雄市,2023-01-14 06:00:00,2023-01-14 18:00:00,23,T,temperature
高雄市,2023-01-14 18:00:00,2023-01-15 06:00:00,22,T,temperature
彰化縣,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
彰化縣,2023-01-08 06:00:00,2023-01-08 18:00:00,19,T,temperature
彰化縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
彰化縣,2023-01-09 06:00:00,2023-01-09 18:00:00,19,T,temperature
彰化縣,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
彰化縣,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
彰化縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
彰化縣,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
彰化縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
彰化縣,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
彰化縣,2023-01-12 18:00:00,2023-01-13 06:00:00,18,T,temperature
彰化縣,2023-01-13 06:00:00,2023-01-13 18:00:00,20,T,temperature
彰化縣,2023-01-13 18:00:00,2023-01-14 06:00:00,18,T,temperature
彰化縣,2023-01-14 06:00:00,2023-01-14 18:00:00,22,T,temperature
彰化縣,2023-01-14 18:00:00,2023-01-15 06:00:00,20,T,temperature
臺北市,2023-01-08 00:00:00,2023-01-08 06:00:00,15,T,temperature
臺北市,2023-01-08 06:00:00,2023-01-08 18:00:00,19,T,temperature
臺北市,2023-01-08 18:00:00,2023-01-09 06:00:00,17,T,temperature
臺北市,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
臺北市,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
臺北市,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
臺北市,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
臺北市,2023-01-11 06:00:00,2023-01-11 18:00:00,19,T,temperature
臺北市,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
臺北市,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
臺北市,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
臺北市,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
臺北市,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
臺北市,2023-01-14 06:00:00,2023-01-14 18:00:00,21,T,temperature
臺北市,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
南投縣,2023-01-08 00:00:00,2023-01-08 06:00:00,17,T,temperature
南投縣,2023-01-08 06:00:00,2023-01-08 18:00:00,21,T,temperature
南投縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
南投縣,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
南投縣,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
南投縣,2023-01-10 06:00:00,2023-01-10 18:00:00,20,T,temperature
南投縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
南投縣,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
南投縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
南投縣,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
南投縣,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
南投縣,2023-01-13 06:00:00,2023-01-13 18:00:00,21,T,temperature
南投縣,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
南投縣,2023-01-14 06:00:00,2023-01-14 18:00:00,23,T,temperature
南投縣,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
澎湖縣,2023-01-08 00:00:00,2023-01-08 06:00:00,17,T,temperature
澎湖縣,2023-01-08 06:00:00,2023-01-08 18:00:00,18,T,temperature
澎湖縣,2023-01-08 18:00:00,2023-01-09 06:00:00,17,T,temperature
澎湖縣,2023-01-09 06:00:00,2023-01-09 18:00:00,18,T,temperature
澎湖縣,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
澎湖縣,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
澎湖縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
澎湖縣,2023-01-11 06:00:00,2023-01-11 18:00:00,19,T,temperature
澎湖縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
澎湖縣,2023-01-12 06:00:00,2023-01-12 18:00:00,19,T,temperature
澎湖縣,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
澎湖縣,2023-01-13 06:00:00,2023-01-13 18:00:00,20,T,temperature
澎湖縣,2023-01-13 18:00:00,2023-01-14 06:00:00,20,T,temperature
澎湖縣,2023-01-14 06:00:00,2023-01-14 18:00:00,21,T,temperature
澎湖縣,2023-01-14 18:00:00,2023-01-15 06:00:00,20,T,temperature
基隆市,2023-01-08 00:00:00,2023-01-08 06:00:00,17,T,temperature
基隆市,2023-01-08 06:00:00,2023-01-08 18:00:00,19,T,temperature
基隆市,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
基隆市,2023-01-09 06:00:00,2023-01-09 18:00:00,19,T,temperature
基隆市,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
基隆市,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
基隆市,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
基隆市,2023-01-11 06:00:00,2023-01-11 18:00:00,19,T,temperature
基隆市,2023-01-11 18:00:00,2023-01-12 06:00:00,19,T,temperature
基隆市,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
基隆市,2023-01-12 18:00:00,2023-01-13 06:00:00,20,T,temperature
基隆市,2023-01-13 06:00:00,2023-01-13 18:00:00,21,T,temperature
基隆市,2023-01-13 18:00:00,2023-01-14 06:00:00,20,T,temperature
基隆市,2023-01-14 06:00:00,2023-01-14 18:00:00,20,T,temperature
基隆市,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
桃園市,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
桃園市,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
桃園市,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
桃園市,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
桃園市,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
桃園市,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
桃園市,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
桃園市,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
桃園市,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
桃園市,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
桃園市,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
桃園市,2023-01-13 06:00:00,2023-01-13 18:00:00,21,T,temperature
桃園市,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
桃園市,2023-01-14 06:00:00,2023-01-14 18:00:00,21,T,temperature
桃園市,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
花蓮縣,2023-01-08 00:00:00,2023-01-08 06:00:00,17,T,temperature
花蓮縣,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
花蓮縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
花蓮縣,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
花蓮縣,2023-01-09 18:00:00,2023-01-10 06:00:00,19,T,temperature
花蓮縣,2023-01-10 06:00:00,2023-01-10 18:00:00,20,T,temperature
花蓮縣,2023-01-10 18:00:00,2023-01-11 06:00:00,19,T,temperature
花蓮縣,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
花蓮縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
花蓮縣,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
花蓮縣,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
花蓮縣,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
花蓮縣,2023-01-13 18:00:00,2023-01-14 06:00:00,21,T,temperature
花蓮縣,2023-01-14 06:00:00,2023-01-14 18:00:00,22,T,temperature
花蓮縣,2023-01-14 18:00:00,2023-01-15 06:00:00,21,T,temperature
連江縣,2023-01-08 00:00:00,2023-01-08 06:00:00,12,T,temperature
連江縣,2023-01-08 06:00:00,2023-01-08 18:00:00,13,T,temperature
連江縣,2023-01-08 18:00:00,2023-01-09 06:00:00,13,T,temperature
連江縣,2023-01-09 06:00:00,2023-01-09 18:00:00,14,T,temperature
連江縣,2023-01-09 18:00:00,2023-01-10 06:00:00,13,T,temperature
連江縣,2023-01-10 06:00:00,2023-01-10 18:00:00,13,T,temperature
連江縣,2023-01-10 18:00:00,2023-01-11 06:00:00,12,T,temperature
連江縣,2023-01-11 06:00:00,2023-01-11 18:00:00,13,T,temperature
連江縣,2023-01-11 18:00:00,2023-01-12 06:00:00,12,T,temperature
連江縣,2023-01-12 06:00:00,2023-01-12 18:00:00,14,T,temperature
連江縣,2023-01-12 18:00:00,2023-01-13 06:00:00,14,T,temperature
連江縣,2023-01-13 06:00:00,2023-01-13 18:00:00,14,T,temperature
連江縣,2023-01-13 18:00:00,2023-01-14 06:00:00,13,T,temperature
連江縣,2023-01-14 06:00:00,2023-01-14 18:00:00,15,T,temperature
連江縣,2023-01-14 18:00:00,2023-01-15 06:00:00,14,T,temperature
臺東縣,2023-01-08 00:00:00,2023-01-08 06:00:00,18,T,temperature
臺東縣,2023-01-08 06:00:00,2023-01-08 18:00:00,21,T,temperature
臺東縣,2023-01-08 18:00:00,2023-01-09 06:00:00,19,T,temperature
臺東縣,2023-01-09 06:00:00,2023-01-09 18:00:00,21,T,temperature
臺東縣,2023-01-09 18:00:00,2023-01-10 06:00:00,20,T,temperature
臺東縣,2023-01-10 06:00:00,2023-01-10 18:00:00,21,T,temperature
臺東縣,2023-01-10 18:00:00,2023-01-11 06:00:00,19,T,temperature
臺東縣,2023-01-11 06:00:00,2023-01-11 18:00:00,21,T,temperature
臺東縣,2023-01-11 18:00:00,2023-01-12 06:00:00,20,T,temperature
臺東縣,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
臺東縣,2023-01-12 18:00:00,2023-01-13 06:00:00,20,T,temperature
臺東縣,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
臺東縣,2023-01-13 18:00:00,2023-01-14 06:00:00,21,T,temperature
臺東縣,2023-01-14 06:00:00,2023-01-14 18:00:00,22,T,temperature
臺東縣,2023-01-14 18:00:00,2023-01-15 06:00:00,21,T,temperature
嘉義市,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
嘉義市,2023-01-08 06:00:00,2023-01-08 18:00:00,21,T,temperature
嘉義市,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
嘉義市,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
嘉義市,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
嘉義市,2023-01-10 06:00:00,2023-01-10 18:00:00,20,T,temperature
嘉義市,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
嘉義市,2023-01-11 06:00:00,2023-01-11 18:00:00,21,T,temperature
嘉義市,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
嘉義市,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
嘉義市,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
嘉義市,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
嘉義市,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
嘉義市,2023-01-14 06:00:00,2023-01-14 18:00:00,23,T,temperature
嘉義市,2023-01-14 18:00:00,2023-01-15 06:00:00,20,T,temperature
嘉義縣,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
嘉義縣,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
嘉義縣,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
嘉義縣,2023-01-09 06:00:00,2023-01-09 18:00:00,20,T,temperature
嘉義縣,2023-01-09 18:00:00,2023-01-10 06:00:00,18,T,temperature
嘉義縣,2023-01-10 06:00:00,2023-01-10 18:00:00,20,T,temperature
嘉義縣,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
嘉義縣,2023-01-11 06:00:00,2023-01-11 18:00:00,20,T,temperature
嘉義縣,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
嘉義縣,2023-01-12 06:00:00,2023-01-12 18:00:00,20,T,temperature
嘉義縣,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
嘉義縣,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
嘉義縣,2023-01-13 18:00:00,2023-01-14 06:00:00,19,T,temperature
嘉義縣,2023-01-14 06:00:00,2023-01-14 18:00:00,23,T,temperature
嘉義縣,2023-01-14 18:00:00,2023-01-15 06:00:00,21,T,temperature
屏東縣,2023-01-08 00:00:00,2023-01-08 06:00:00,20,T,temperature
屏東縣,2023-01-08 06:00:00,2023-01-08 18:00:00,23,T,temperature
屏東縣,2023-01-08 18:00:00,2023-01-09 06:00:00,20,T,temperature
屏東縣,2023-01-09 06:00:00,2023-01-09 18:00:00,22,T,temperature
屏東縣,2023-01-09 18:00:00,2023-01-10 06:00:00,20,T,temperature
屏東縣,2023-01-10 06:00:00,2023-01-10 18:00:00,22,T,temperature
屏東縣,2023-01-10 18:00:00,2023-01-11 06:00:00,20,T,temperature
屏東縣,2023-01-11 06:00:00,2023-01-11 18:00:00,22,T,temperature
屏東縣,2023-01-11 18:00:00,2023-01-12 06:00:00,20,T,temperature
屏東縣,2023-01-12 06:00:00,2023-01-12 18:00:00,22,T,temperature
屏東縣,2023-01-12 18:00:00,2023-01-13 06:00:00,20,T,temperature
屏東縣,2023-01-13 06:00:00,2023-01-13 18:00:00,23,T,temperature
屏東縣,2023-01-13 18:00:00,2023-01-14 06:00:00,21,T,temperature
屏東縣,2023-01-14 06:00:00,2023-01-14 18:00:00,24,T,temperature
屏東縣,2023-01-14 18:00:00,2023-01-15 06:00:00,22,T,temperature
臺中市,2023-01-08 00:00:00,2023-01-08 06:00:00,18,T,temperature
臺中市,2023-01-08 06:00:00,2023-01-08 18:00:00,21,T,temperature
臺中市,2023-01-08 18:00:00,2023-01-09 06:00:00,19,T,temperature
臺中市,2023-01-09 06:00:00,2023-01-09 18:00:00,21,T,temperature
臺中市,2023-01-09 18:00:00,2023-01-10 06:00:00,19,T,temperature
臺中市,2023-01-10 06:00:00,2023-01-10 18:00:00,21,T,temperature
臺中市,2023-01-10 18:00:00,2023-01-11 06:00:00,19,T,temperature
臺中市,2023-01-11 06:00:00,2023-01-11 18:00:00,21,T,temperature
臺中市,2023-01-11 18:00:00,2023-01-12 06:00:00,19,T,temperature
臺中市,2023-01-12 06:00:00,2023-01-12 18:00:00,21,T,temperature
臺中市,2023-01-12 18:00:00,2023-01-13 06:00:00,19,T,temperature
臺中市,2023-01-13 06:00:00,2023-01-13 18:00:00,22,T,temperature
臺中市,2023-01-13 18:00:00,2023-01-14 06:00:00,20,T,temperature
臺中市,2023-01-14 06:00:00,2023-01-14 18:00:00,23,T,temperature
臺中市,2023-01-14 18:00:00,2023-01-15 06:00:00,20,T,temperature
新竹市,2023-01-08 00:00:00,2023-01-08 06:00:00,16,T,temperature
新竹市,2023-01-08 06:00:00,2023-01-08 18:00:00,20,T,temperature
新竹市,2023-01-08 18:00:00,2023-01-09 06:00:00,18,T,temperature
新竹市,2023-01-09 06:00:00,2023-01-09 18:00:00,19,T,temperature
新竹市,2023-01-09 18:00:00,2023-01-10 06:00:00,17,T,temperature
新竹市,2023-01-10 06:00:00,2023-01-10 18:00:00,19,T,temperature
新竹市,2023-01-10 18:00:00,2023-01-11 06:00:00,18,T,temperature
新竹市,2023-01-11 06:00:00,2023-01-11 18:00:00,19,T,temperature
新竹市,2023-01-11 18:00:00,2023-01-12 06:00:00,18,T,temperature
新竹市,2023-01-12 06:00:00,2023-01-12 18:00:00,19,T,temperature
新竹市,2023-01-12 18:00:00,2023-01-13 06:00:00,18,T,temperature
新竹市,2023-01-13 06:00:00,2023-01-13 18:00:00,19,T,temperature
新竹市,2023-01-13 18:00:00,2023-01-14 06:00:00,18,T,temperature
新竹市,2023-01-14 06:00:00,2023-01-14 18:00:00,20,T,temperature
新竹市,2023-01-14 18:00:00,2023-01-15 06:00:00,19,T,temperature
